主編碼,屬性,詞目,音讀,文白屬性,部首
8342,1,尊稱,tsun1-tshing1,0,
8343,1,寒熱,kuann5-juah8/kuann5-luah8,0,
8344,1,寒熱仔,kuann5-jiat8-a2/kuann5-liat8-a2,0,
8345,1,媠噹噹,sui2-tang1-tang1,0,
8346,1,尊嚴,tsun1-giam5,0,
8347,1,帽,bo7,0,巾
8348,1,幅,pak4,2,巾
8349,1,幾,kui2,2,幺
8350,1,循,sun7,0,彳
8351,1,幾工,kui2 kang1,0,
8352,1,帽仔,bo7-a2,0,
8353,1,悲哀,pi1-ai1,0,
8354,1,幾若,kui2-na7,0,
8355,1,幾若工,kui2-na7 kang1,0,
8356,1,復原,hok8-guan5,0,
8357,1,復習,hok8-sip8,0,
8358,1,悶悶,bun7-bun7,0,
8359,1,悲傷,pi1-siong1,0,
8360,1,悲慘,pi1-tsham2,0,
8361,1,悲劇,pi1-kiok8,0,
8362,1,復興,hok8-hing1,0,
8363,1,循環,sun5-khuan5,0,
8364,1,復職,hok8-tsit4,0,
8365,1,悲觀,pi1-kuan1,0,
8366,1,惡,ok4,0,心
8367,1,惱,loo2,1,心
8368,1,愖,sim7,4,心
8369,1,愣,gang7,4,心
8370,1,捶,tui5,0,手
8371,1,掌,tsiong2,1,手
8372,1,掌,tsiunn2,2,手
8373,1,掔,khian1,4,手
8374,1,掣,tshuah4,2,手
8375,1,掰,pue2,4,手
8376,1,揀,king2,2,手
8377,1,揈,hong1,0,手
8378,1,揉,jiu5/liu5,0,手
8379,1,擗,phiak8,4,手
8380,1,揌,sai1,4,手
8381,1,揍,bok4,4,手
8382,1,描,bio5,2,手
8383,1,提,the5,0,手
8384,1,提,theh8,4,手
8385,1,插,tshah4,2,手
8386,1,插,tshap4,1,手
8387,1,插一跤,tshap4-tsit8-kha1,0,
8388,1,惡人,ok4-lang5,0,
8389,1,插手,tshap4-tshiu2,0,
8390,1,捶心肝,tui5-sim1-kuann1,0,
8391,1,掰手面,pue2-tshiu2-bin7,0,
8392,1,插代誌,tshap4 tai7-tsi3,0,
8393,1,提出,the5-tshut4,0,
8394,1,提名,the5-mia5,0,
8395,1,提防,the5-hong5,0,
8396,1,提供,the5-kiong1,0,
8397,1,惡性,ok4-sing3,0,
8398,1,提拔,the5-puat8,0,
8399,1,插枝,tshah4-ki1,0,
8400,1,插花,tshah4-hue1,0,
8401,1,插花仔,tshah4-hue1-a2,0,
8402,1,惡毒,ok4-tok8,0,
8403,1,掣流,tshuah4-lau5,0,
8404,1,揀食,king2-tsiah8,0,
8405,1,提案,the5-an3,0,
8406,1,惱氣,loo2-khi3,0,
8407,1,插班,tshah4-pan1,0,
8408,1,插胳,tshah4-koh4,0,
8409,1,揀茶,king2-te5,0,
8410,1,提起,the5-khi2,0,
8411,1,惡馬,ok4-be2,0,
8412,1,插喙,tshap4-tshui3,0,
8413,1,插喙插舌,tshap4-tshui3-tshap4-tsih8,0,
8414,1,惡報,ok4-po3,0,
8415,1,掌握,tsiong2-ak4,0,
8416,1,插牌,tshap4-pai5,0,
8417,1,揀菜,king2-tshai3,0,
8418,1,掰開,pue2-khui1,0,
8419,1,插話,tshah4-ue7,0,
8420,1,描寫,bio5-sia2,0,
8421,1,插潲,tshap4-siau5,0,
8422,1,惡確確,ok4-khiak8-khiak8,0,
8423,1,提親,the5-tshin1,0,
8424,1,提醒,the5-tshenn2/the5-tshinn2,0,
8425,1,提頭,the5-thau5,0,
8426,1,插頭,tshah4-thau5,0,
8427,1,插雜,tshap4-tsap8,0,
8428,1,提議,the5-gi7,0,
8429,1,惡霸,ok4-pa3,0,
8430,1,掌權,tsiong2-khuan5,0,
8431,1,換,uann7,0,手
8432,1,揜,iap4,4,手
8433,1,握,ak4,2,手
8434,1,揣,tshue7/tshe7,4,手
8435,1,揬,tuh8,0,手
8436,1,揲,tiap8,4,手
8437,1,揹,phainn7,4,手
8438,1,摒,piann3,4,手
8439,1,敢,kam2,1,攴
8440,1,敢,kann2,2,攴
8441,1,散,san2,1,攴
8442,1,散,san3,1,攴
8443,1,散,suann2,2,攴
8444,1,散,suann3,2,攴
8445,1,敧,khi1,0,攴
8446,1,敨,thau2,0,攴
8447,1,景,king2,0,日
8448,1,散工,suann3-kang1,0,
8449,1,散工,suann2-kang1,0,
8450,1,散凶,san3-hiong1,0,
8451,1,散凶人,san3-hiong1-lang5,0,
8452,1,敨中氣,thau2 tiong1-khui3,0,
8453,1,換手,uann7-tshiu2,0,
8454,1,握手,ak4-tshiu2,0,
8455,1,散文,suann3-bun5,0,
8456,1,斯文,su1-bun5,0,
8457,1,敢毋是,kam2 m7 si7,0,
8458,1,散仙,suann3-sian1,0,
8459,1,摒本,piann3-pun2,0,
8460,1,敢有,kam2 u7,0,
8461,1,敢死,kann2-si2,0,
8462,1,景色,king2-sik4,0,
8463,1,援助,uan7-tsoo7,0,
8464,1,揜尾狗,iap4-bue2-kau2/iap4-be2-kau2,0,
8465,1,散形,suann3-hing5,0,
8466,1,散赤,san3-tshiah4,0,
8467,1,換帖的,uann7-thiap4--e5,0,
8468,1,換紅,uann7-ang5,0,
8469,1,敢若,kann2-na2,0,
8470,1,散食人,san3-tsiah8-lang5,0,
8471,1,敨氣,thau2-khui3,0,
8472,1,景氣,king2-khi3,0,
8473,1,散陣,suann3-tin7,0,
8474,1,散鬼,san3-kui2,0,
8475,1,斑馬,pan1-ma2,0,
8476,1,斑馬線,pan1-ma2-suann3,0,
8477,1,換做,uann7-tso3/uann7-tsue3,0,
8478,1,摒掃,piann3-sau3,0,
8479,1,散票,suann2-phio3,0,
8480,1,敢通,kam2 thang1,0,
8481,1,普通,phoo2-thong1,0,
8482,1,摒貨底,piann3-hue3-te2/piann3-he3-tue2,0,
8483,1,普普仔,phoo2-phoo2-a2,0,
8484,1,普渡,phoo2-too7,0,
8485,1,敨開,thau2--khui1,0,
8486,1,散會,san3-hue7,0,
8487,1,換準,uann7-tsun2,0,
8488,1,斑節蝦,pan1-tsat4-he5,0,
8489,1,普遍,phoo2-phian3,0,
8490,1,智慧,ti3-hui7,0,
8491,1,景緻,king2-ti3,0,
8492,1,散賣,suann2-be7/suann2-bue7,0,
8493,1,換鋪,uann7-phoo1,0,
8494,1,散學,suann3-oh8,0,
8495,1,揣頭路,tshue7 thau5-loo7/tshe7 thau5-loo7,0,
8496,1,敢講,kam2-kong2,0,
8497,1,斑鴿,pan1-kah4,0,
8498,1,智識,ti3-sik4,0,
8499,1,晾,ne5,4,日
8500,1,替,the3/thue3,0,曰
8501,1,朝,tiau5,0,月
8502,1,期,ki5,0,月
8503,1,棉,mi5,2,木
8504,1,棋,ki5,0,木
8505,1,棕,tsang1,0,木
8506,1,棗,tso2,0,木
8507,1,棚,penn5/pinn5,2,木
8508,1,棟,tong3,1,木
8509,1,椅,i2,0,木
8510,1,棋子,ki5-ji2/ki5-li2,0,
8511,1,替手,the3-tshiu2/thue3-tshiu2,0,
8512,1,棺木,kuan1-bok8,0,
8513,1,朝代,tiau5-tai7,0,
8514,1,棉仔,mi5-a2,0,
8515,1,棍仔,kun3-a2,0,
8516,1,棗仔,tso2-a2,0,
8517,1,椅仔,i2-a2,0,
8518,1,棑仔頭,pai5-a2-thau5,0,
8519,1,替身,the3-sin1/thue3-sin1,0,
8520,1,最後,tsue3-au7,0,
8521,1,期待,ki5-thai7,0,
8522,1,椅苴,i2-tsu7,0,
8523,1,期限,ki5-han7,0,
8524,1,棺柴,kuann1-tsha5,0,
8525,1,椅桌,i2-toh4,0,
8526,1,棉紗,mi5-se1,0,
8527,1,暑假,su2-ka2,0,
8528,1,椅條,i2-liau5,0,
8529,1,棒球,pang7-kiu5,0,
8530,1,替換,the3-uann7/thue3-uann7,0,
8531,1,棕筅仔,tsang1-tshing2-a2,0,
8532,1,期間,ki5-kan1,0,
8533,1,棉裘,mi5-hiu5,0,
8534,1,椅墊仔,i2-tiam7-a2,0,
8535,1,棕蓑,tsang1-sui1,0,
8536,1,棋盤,ki5-puann5,0,
8537,1,椅頭仔,i2-thau5-a2,0,
8538,1,棉襀,mi5-tsioh4,0,
8539,1,棉襀被,mi5-tsioh4-phue7/mi5-tsioh4-phe7,0,
8540,1,椅轎,i2-kio7,0,
8541,1,棕鑢仔,tsang1-lu3-a2,0,
8542,1,椏,ue1,4,木
8543,1,欺,khi1,0,欠
8544,1,款,khuan2,1,欠
8545,1,款,khuann2,2,欠
8546,1,殕,phu2,0,歹
8547,1,殼,khak4,2,殳
8548,1,毯,than2,0,毛
8549,1,減,kiam2,0,水
8550,1,渡,too7,0,水
8551,1,渧,te3,4,水
8552,1,渡口,too7-khau2,0,
8553,1,毯仔,than2-a2,0,
8554,1,殼仔絃,khak4-a2-hian5,0,
8555,1,殕色,phu2-sik4,0,
8556,1,殘忍,tsan5-jim2/tsan5-lim2,0,
8557,1,減法,kiam2-huat4,0,
8558,1,植物,sit8-but8,0,
8559,1,款待,khuan2-thai7,0,
8560,1,椪柑,phong3-kam1,0,
8561,1,減省,kiam2-sing2,0,
8562,1,欺負,khi1-hu7,0,
8563,1,渡船,too7-tsun5,0,
8564,1,殕殕,phu2-phu2,0,
8565,1,殘酷,tsan5-khok4,0,
8566,1,欺瞞,khi1-mua5,0,
8567,1,渡頭,too7-thau5,0,
8568,1,款勸,khuan2-khng3,0,
8569,1,港,kang2,0,水
8570,1,渴,khuah4,2,水
8571,1,湖,oo5,0,水
8572,1,湠,thuann3,4,水
8573,1,湧,ing2,2,水
8574,1,湯,thng1,2,水
8575,1,湳,lam3,0,水
8576,1,湳田,lam3 tshan5,0,
8577,1,湯匙仔,thng1-si5-a2,0,
8578,1,湯匙仔菜,thng1-si5-a2-tshai3,0,
8579,1,測量,tshik4-liong5,0,
8580,1,湠開,thuann3--khui1,0,
8581,1,港路,kang2-loo7,0,
8582,1,港墘,kang2-kinn5,0,
8583,1,湠種,thuann3-tsing2,0,
8584,1,湯頭,thng1-thau5,0,
8585,1,測驗,tshik4-giam7,0,
8586,1,焙,pue7,0,火
8587,1,焠,tshuh4,4,火
8588,1,無,bo5,4,火
8589,1,無,bu5,0,火
8590,1,焦,ta1,4,火
8591,1,煮,tsu2,0,火
8592,1,牌,pai5,0,片
8593,1,牚,thenn3,4,牙
8594,1,犅,kang2,4,牛
8595,1,猌,gin7,4,犬
8596,1,猴,kau5,0,犬
8597,1,猶,iau2,4,犬
8598,1,無一定,bo5-it4-ting7,0,
8599,1,無了時,bo5-liau2-si5,0,
8600,1,無人緣,bo5-lang5-ian5,0,
8601,1,牌子,pai5-tsu2,0,
8602,1,猴山仔,kau5-san1--a2,0,
8603,1,無大無細,bo5-tua7-bo5-se3/bo5-tua7-bo5-sue3,0,
8604,1,無下落,bo5-he7-loh8,0,
8605,1,無心肝,bo5-sim1-kuann1,0,
8606,1,無心情,bo5-sim1-tsing5,0,
8607,1,無天理,bo5 thinn1-li2,0,
8608,1,無毋著,bo5 m7-tioh8,0,
8609,1,猶毋過,iau2-m7-koh4,0,
8610,1,犀牛,sai1-gu5,0,
8611,1,無仝,bo5 kang7,0,
8612,1,牌仔,pai5-a2,0,
8613,1,無代無誌,bo5-tai7-bo5-tsi3,0,
8614,1,無去,bo5--khi3,0,
8615,1,無去,bo5 khi3,0,
8616,1,無半步,bo5-puann3-poo7,0,
8617,1,無可奈何,bu5-kho2-nai7-ho5,0,
8618,1,無半絲,bo5-puann3-si1,0,
8619,1,無半項,bo5-puann3-hang7,0,
8620,1,無半撇,bo5-puann3-phiat4,0,
8621,1,猶未,iau2-bue7/iau2-be7,0,
8622,1,無打緊,--bo5-tann2-kin2,0,
8623,1,猴囡仔,kau5-gin2-a2,0,
8624,1,猶有,iau2-u7,0,
8625,1,無尾巷,bo5-bue2-hang7/bo5-be2-hang7,0,
8626,1,無步,bo5-poo7,0,
8627,1,無良心,bo5-liong5-sim1,0,
8628,1,無事使,bo5-su7-sai2,0,
8629,1,無依無倚,bo5-i1-bo5-ua2,0,
8630,1,滋味,tsu1-bi7,0,
8631,1,無奈,bo5-nai7,0,
8632,1,無奈何,bo5-ta1-ua5,0,
8633,1,無定著,bo5-tiann7-tioh8,0,
8634,1,無拄好,bo5-tu2-ho2,0,
8635,1,無所謂,bu5-soo2-ui7,0,
8636,1,無法伊,bo5-huat4--i1,0,
8637,1,無法度,bo5-huat4-too7,0,
8638,1,無法無天,bu5-huat4-bu5-thian1,0,
8639,1,無空,bo5-khang1,0,
8640,1,無的確,bo5-tik4-khak4,0,
8641,1,然後,jian5-au7/lian5-au7,0,
8642,1,猶是,iau2-si7,0,
8643,1,無某無猴,bo5-boo2-bo5-kau5,0,
8644,1,焦洗,ta1-se2/ta1-sue2,0,
8645,1,無相干,bo5-siong1-kan1,0,
8646,1,無限,bu5-han7,0,
8647,1,無要無緊,bo5-iau3-bo5-kin2,0,
8648,1,無要緊,bo5 iau3-kin2,0,
8649,1,煮食,tsu2-tsiah8,0,
8650,1,煮食裙仔,tsu2-tsiah8-kun5-a2,0,
8651,1,猶原,iu1-guan5,0,
8652,1,無差,bo5-tsha1,0,
8653,1,焦料,ta1-liau7,0,
8654,1,無氣,bo5-khui3,0,
8655,1,無眠,bo5-bin5,0,
8656,1,無神,bo5-sin5,0,
8657,1,焙茶,pue7-te5,0,
8658,1,無偌久,bo5-gua7-ku2,0,
8659,1,無夠月,bo5-kau3-gueh8/bo5-kau3-geh8,0,
8660,1,無啥物,bo5-siann2-mih4,0,
8661,1,無夠重,bo5-kau3-tang7,0,
8662,1,無啥貨,bo5-siann2-hue3/bo5-siann2-he3,0,
8663,1,無彩,bo5-tshai2,0,
8664,1,無彩工,bo5-tshai2-kang1,0,
8665,1,無張持,bo5-tiunn1-ti5,0,
8666,1,無情,bo5-tsing5,0,
8667,1,無望,bo5-bang7,0,
8668,1,焦涸涸,ta1-khok4-khok4,0,
8669,1,無細膩,bo5-se3-ji7/bo5-sue3-li7,0,
8670,1,無通,bo5-thong1,0,
8672,1,無辜,bu5-koo1,0,
8673,1,無量,bo5-liong7,0,
8674,1,無閒,bo5-ing5,0,
8675,1,無傳,bo5-thng5,0,
8676,1,無愛,bo5 ai3,0,
8677,1,無意中,bo5-i3-tiong1,0,
8678,1,無意無思,bo5-i3-bo5-su3,0,
8679,1,牌照,pai5-tsiau3,0,
8680,1,無路,bo5-loo7,0,
8681,1,無路用,bo5-loo7-ing7,0,
8682,1,無路來,bo5-loo7-lai5,0,
8683,1,無較縒,bo5-khah4-tsuah8,0,
8684,1,無暝無日,bo5-me5-bo5-jit8/bo5-mi5-bo5-lit8,0,
8685,1,無疑,bo5-gi5,0,
8686,1,無疑悟,bo5-gi5-ngoo7,0,
8687,1,無精差,bo5-tsing1-tsha1,0,
8688,1,牚腿,thenn3-thui2/thinn3-thui2,0,
8689,1,猶閣,iau2-koh4,0,
8690,1,猶閣咧,iau2-koh4 teh4,0,
8691,1,猴齊天,Kau5 Tse5-thian1,0,
8692,1,無影,bo5-iann2,0,
8693,1,無影無跡,bo5-iann2-bo5-tsiah4,0,
8694,1,無線電,bo5-suann3-tian7,0,
8695,1,無論,bo5-lun7,0,
8696,1,無銷,bo5-siau1,0,
8697,1,滋養,tsu1-iong2,0,
8698,1,無錯,bo5-tsho3,0,
8699,1,牚頭,thenn3-thau5,0,
8700,1,無頭神,bo5-thau5-sin5,0,
8701,1,猴戲,kau5-hi3,0,
8702,1,焦燥,ta1-so3,0,
8703,1,無膽,bo5-tann2,0,
8704,1,無聲無說,bo5-siann1-bo5-sueh4/bo5-siann1-bo5-seh4,0,
8705,1,無講無呾,bo5-kong2-bo5-tann3,0,
8706,1,無禮,bo5-le2,0,
8707,1,焦鬆,ta1-sang1,0,
8708,1,無礙著,bo5-gai7-tioh8,0,
8709,1,牚懸,thenn3-kuan5,0,
8710,1,無議量,bo5-gi7-niu7,0,
8711,1,無鹹無纖,bo5-kiam5-bo5-siam1,0,
8712,1,無攬無拈,bo5-lam2-bo5-ne1,0,
8713,1,琴,khim5,0,玉
8714,1,番,huan1,0,田
8715,1,畫,ue7,0,田
8716,1,痚,he1,4,疒
8717,1,痟,siau2,0,疒
8718,1,痠,sng1,0,疒
8719,1,痣,ki3,0,疒
8720,1,痧,sua1,0,疒
8721,1,發,huat4,1,癶
8722,1,發,puh4,2,癶
8723,1,痟人,siau2-lang5,0,
8724,1,痡心,poo5-sim1,0,
8725,1,番仔,huan1-a2,0,
8726,1,番仔火,huan1-a2-hue2/huan1-a2-he2,0,
8727,1,番仔油,huan1-a2-iu5,0,
8728,1,番仔幔,huan1-a2-mua1,0,
8729,1,番仔樓,huan1-a2-lau5,0,
8730,1,番仔薑,huan1-a2-kiunn1,0,
8731,1,發出,huat4-tshut4,0,
8732,1,發生,huat4-sing1,0,
8733,1,發行,huat4-hing5,0,
8734,1,發作,huat4-tsok4,0,
8735,1,畫巡,ue7-sun5,0,
8736,1,畫尪仔,ue7-ang1-a2,0,
8737,1,發狂,huat4-kong5,0,
8738,1,發角,huat4-kak4,0,
8739,1,痚呴,he1-ku1,0,
8740,1,痚呴嗽,he1-ku1-sau3,0,
8741,1,發性地,huat4-sing3-te7/huat4-sing3-tue7,0,
8742,1,痠抽疼,sng1-thiu1-thiann3,0,
8743,1,發明,huat4-bing5,0,
8744,1,痟狗,siau2-kau2,0,
8745,1,發炎,huat4-iam7,0,
8746,1,痟狗症,siau2-kau2-tsing3,0,
8747,1,痟狗湧,siau2-kau2-ing2,0,
8748,1,番社,huan1-sia7,0,
8749,1,痟的,siau2--e5,0,
8750,1,發芽,puh4-ge5,0,
8751,1,發表,huat4-piau2,0,
8752,1,痛苦,thong3-khoo2,0,
8753,1,發展,huat4-tian2,0,
8754,1,痠疼,sng1-thiann3,0,
8755,1,發粉,huat4-hun2,0,
8756,1,登記,ting1-ki3,0,
8757,1,發起,huat4-khi2,0,
8758,1,發動,huat4-tong7,0,
8759,1,番婆,huan1-po5,0,
8760,1,發現,huat4-hian7,0,
8761,1,畫符仔,ue7-hu5-a2,0,
8762,1,痟貪,siau2-tham1,0,
8763,1,痠軟,sng1-nng2,0,
8764,1,番麥,huan1-beh8,0,
8765,1,發喙齒,huat4 tshui3-khi2,0,
8766,1,發揚,huat4-iong5,0,
8767,1,發揮,huat4-hui1,0,
8768,1,琵琶,pi5-pe5,0,
8769,1,痟痟,siau2-siau2,0,
8770,1,番黍,huan1-se2/huan1-sue2,0,
8771,1,發落,huat8-loh8,0,
8772,1,番號,huan1-ho7,0,
8773,1,痟話,siau2 ue7,0,
8774,1,發達,huat4-tat8,0,
8775,1,發粿,huat4-kue2/huat4-ke2,0,
8776,1,發酵,huat4-kann3,0,
8777,1,發燒,huat4-sio1,0,
8778,1,發穎,huat4-inn2,0,
8779,1,畫糖尪仔,ue7-thng5-ang1-a2,0,
8780,1,番鴨,huan1-ah4,0,
8781,1,發癀,huat4-hong5,0,
8782,1,番薯,han1-tsi5/han1-tsu5,0,
8783,1,番薑仔,huan1-kiunn1-a2,0,
8784,1,番薯粉,han1-tsi5-hun2/han1-tsu5-hun2,0,
8785,1,番薯箍,han1-tsi5-khoo1/han1-tsu5-khoo1,0,
8786,1,番薯簽,han1-tsi5-tshiam1/han1-tsu5-tshiam1,0,
8787,1,番顛,huan1-tian1,0,
8788,1,發願,huat4-guan7,0,
8789,1,發覺,huat4-kak4,0,
8790,1,睏,khun3,4,目
8791,1,短,te2,4,矢
8792,1,短,tuan2,0,矢
8793,1,硞,khok8,0,石
8794,1,硩,teh4,4,石
8795,1,硬,nge7/ngi7,2,石
8796,1,硯,hinn7,0,石
8797,1,稅,sue3/se3,0,禾
8798,1,窗,tshong1,1,穴
8799,1,窗,thang1,2,穴
8800,1,童,tang5,2,立
8801,1,童,tong5,1,立
8802,1,短䘼,te2-ng2,0,
8803,1,窗仔,thang1-a2,0,
8804,1,窗仔門,thang1-a2-mng5,0,
8805,1,窗仔框,thang1-a2-khing1,0,
8806,1,童乩,tang5-ki1,0,
8807,1,程序,thing5-su7,0,
8808,1,短命,te2-mia7,0,
8809,1,睏坦敧,khun3 than2-khi1,0,
8810,1,稀奇,hi1-ki5,0,
8811,1,硩定,teh4-tiann7,0,
8812,1,睏房,khun3-pang5,0,
8813,1,硬押,nge7-ah4/ngi7-ah4,0,
8814,1,硬拄硬,nge7-tu2-nge7/ngi7-tu2-ngi7,0,
8815,1,硩枝,teh4-ki1,0,
8816,1,稅金,sue3-kim1/se3-kim1,0,
8817,1,程度,thing5-too7,0,
8818,1,硩扁,teh4-pinn2,0,
8819,1,睏衫,khun3-sann1,0,
8820,1,稅厝,sue3-tshu3/se3-tshu3,0,
8821,1,硬氣,nge7-khi3/ngi7-khi3,0,
8822,1,睏眠,khun3-bin5,0,
8823,1,硬迸迸,nge7-piang3-piang3/ngi7-piang3-piang3,0,
8824,1,硬骨,nge7-kut4/ngi7-kut4,0,
8825,1,硬掙,nge7-tsiann7/ngi7-tsiann7,0,
8826,1,睏晝,khun3-tau3,0,
8827,1,短期,te2-ki5,0,
8828,1,硞著,khok8-tioh8,0,
8829,1,稀微,hi1-bi5,0,
8830,1,短歲壽,te2-hue3-siu7/te2-he3-siu7,0,
8831,1,硩落去,teh4--loh8-khi3,0,
8832,1,短路,te2-loo7,0,
8833,1,短銃,te2-tshing3,0,
8834,1,硩嗽,teh4-sau3,0,
8835,1,硬篤,nge7-tau2/ngi7-tau2,0,
8836,1,睏褲,khun3-khoo3,0,
8837,1,短褲,te2-khoo3,0,
8838,1,睏醒,khun3-tshenn2/khun3-tshinn2,0,
8839,1,童謠,tong5-iau5,0,
8840,1,硩驚,teh4-kiann1,0,
8841,1,筅,tshing2,4,竹
8842,1,筆,pit4,0,竹
8843,1,等,tan2,2,竹
8844,1,等,ting2,1,竹
8845,1,筊,kiau2,0,竹
8846,1,筋,kin1/kun1,0,竹
8847,1,筍,sun2,0,竹
8848,1,筐,khing1,2,竹
8849,1,筒,tang5,2,竹
8850,1,粞,tshe3/tshue3,0,米
8851,1,粟,tshik4,2,米
8852,1,粧,tsng1,2,米
8853,1,結,kat4,2,糸
8854,1,結,kiat4,1,糸
8855,1,絕,tseh8,2,糸
8856,1,絕,tsuat8,1,糸
8857,1,絚,an5,0,糸
8858,1,絞,ka2,2,糸
8859,1,絨,jiong5/liong5,0,糸
8860,1,絲,si1,0,糸
8861,1,等一下,tan2--tsit8-e7,0,
8862,1,結子,kiat4-tsi2,0,
8863,1,筅仔,tshing2-a2,0,
8864,1,筊仙,kiau2-sian1,0,
8865,1,筍仔,sun2-a2,0,
8866,1,筐仔,khing1-a2,0,
8867,1,粟仔,tshik4-a2,0,
8868,1,絨仔布,jiong5-a2-poo3/liong5-a2-poo3,0,
8869,1,筒仔米糕,tang5-a2-bi2-ko1,0,
8870,1,絲仔襪,si1-a2-bueh8,0,
8871,1,筊本,kiau2-pun2,0,
8872,1,絕交,tsuat8-kau1,0,
8873,1,結冰,kiat4-ping1,0,
8874,1,結合,kiat4-hap8,0,
8875,1,絞肉,ka2-bah4,0,
8876,1,結局,kiat4-kiok8,0,
8877,1,結束,kiat4-sok4,0,
8878,1,筊岫,kiau2-siu7,0,
8879,1,等於,ting2-i5,0,
8880,1,筊東,kiau2-tong1,0,
8881,1,結果,kiat4-ko2,0,
8882,1,粟青,tshik4-tshenn1/tshik4-tshinn1,0,
8883,1,等咧,tan2--leh4,0,
8884,1,等待,tan2-thai7,0,
8885,1,結怨,kiat4-uan3,0,
8886,1,結拜,kiat4-pai3,0,
8887,1,粟倉,tshik4-tshng1,0,
8888,1,等候,tan2-hau7,0,
8889,1,結冤,kiat4-uan1,0,
8890,1,答案,tap4-an3,0,
8891,1,結案,kiat4-an3,0,
8892,1,絕氣,tsuat8-khui3,0,
8893,1,筊鬼,kiau2-kui2,0,
8894,1,筋骨,kin1-kut4/kun1-kut4,0,
8895,1,筍乾,sun2-kuann1,0,
8896,1,絕情,tsuat8-tsing5,0,
8897,1,絕望,tsuat8-bong7,0,
8898,1,結趼,kiat4-lan1,0,
8899,1,答喙鼓,tap4-tshui3-koo2,0,
8900,1,筋絡,kin1-le1/kun1-le1,0,
8901,1,筍絲,sun2-si1,0,
8902,1,紫菜,tsi2-tshai3,0,
8903,1,筊間,kiau2-king1,0,
8904,1,筋節,kin1-tsat4/kun1-tsat4,0,
8905,1,筆跡,pit4-tsik4,0,
8906,1,筊跤,kiau2-kha1,0,
8907,1,等路,tan2-loo7,0,
8908,1,絕路,tsuat8-loo7,0,
8909,1,結實,kiat4-sit8,0,
8910,1,絕對,tsuat8-tui3,0,
8911,1,結算,kiat4-sng3,0,
8912,1,絕種,tseh8-tsing2,0,
8913,1,結綵,kat4-tshai2,0,
8914,1,結數,kiat4-siau3,0,
8915,1,結論,kiat4-lun7,0,
8916,1,急燒仔,kip4-sio1-a2,0,
8917,1,結親,kiat4-tshin1,0,
8918,1,答應,tah4-ing3,0,
8919,1,紫檀,tsi2-tuann5,0,
8920,1,結穗,kiat4-sui7,0,
8921,1,答謝,tap4-sia7,0,
8922,1,翕,hip4,0,羽
8923,1,翕,hip4,4,羽
8924,1,脹,tiong3,1,肉
8925,1,脹,tiunn3,2,肉
8926,1,脾,pi5,0,肉
8927,1,腎,sin7,1,肉
8928,1,腔,khiunn1,2,肉
8929,1,舒,tshu1,4,舌
8930,1,菇,koo1,0,艸
8931,1,脾土,pi5-thoo2,0,
8932,1,腔口,khiunn1-khau2,0,
8933,1,菁仔,tshenn1-a2/tshinn1-a2,0,
8934,1,菁仔欉,tshenn1-a2-tsang5/tshinn1-a2-tsang5,0,
8935,1,翕死,hip4--si2,0,
8936,1,脹肚,tiunn3-too7,0,
8937,1,菅芒,kuann1-bang5,0,
8938,1,翕豆菜,hip4 tau7-tshai3,0,
8939,1,翕相,hip4-siong3,0,
8940,1,翕相機,hip4-siong3-ki1,0,
8941,1,翕相館,hip4-siong3-kuan2,0,
8942,1,脾胃,pi5-ui7,0,
8943,1,莿桐,tshi3-tong5,0,
8944,1,脹氣,tiunn3-khi3,0,
8945,1,脾氣,phi5-khi3,0,
8946,1,脹胿,tiunn3-kui1,0,
8947,1,菅草,kuann1-tshau2,0,
8948,1,舒被,tshu1-phue7/tshu1-phe7,0,
8949,1,菅蓁,kuann1-tsin1,0,
8950,1,翕熱,hip4-juah8/hip4-luah8,0,
8951,1,翕甌,hip4-au1,0,
8952,1,肅靜,siok4-tsing7,0,
8953,1,脹膿,tiunn3-lang5,0,
8954,1,腌臢,a1-tsa1,0,
8955,1,菊,kiok4,1,艸
8956,1,菜,tshai3,0,艸
8957,1,萎,ui1,4,艸
8958,1,菜刀,tshai3-to1,0,
8959,1,菜子,tshai3-tsi2,0,
8960,1,菜子油,tshai3-tsi2-iu5,0,
8961,1,菜心,tshai3-sim1,0,
8962,1,菝仔,puat8-a2,0,
8963,1,菝仔票,pat8-a2-phio3,0,
8964,1,菜包,tshai3-pau1,0,
8965,1,菜市仔,tshai3-tshi7-a2,0,
8966,1,菜瓜,tshai3-kue1,0,
8967,1,菜瓜布,tshai3-kue1-poo3,0,
8968,1,菜瓜摖,tshai3-kue1-tshe3,0,
8969,1,菜瓜蒲,tshai3-kue1-poo5,0,
8970,1,菜尾,tshai3-bue2/tshai3-be2,0,
8971,1,菜豆,tshai3-tau7,0,
8972,1,菱角,ling5-kak4,0,
8973,1,菜姑,tshai3-koo1,0,
8974,1,菜底,tshai3-te2/tshai3-tue2,0,
8975,1,菜店,tshai3-tiam3,0,
8976,1,菜店查某,tshai3-tiam3-tsa1-boo2,0,
8977,1,菜油,tshai3-iu5,0,
8978,1,菊花,kiok4-hue1,0,
8979,1,菜花,tshai3-hue1,0,
8980,1,菜架仔,tshai3-ke3-a2,0,
8981,1,菜桌,tshai3-toh4,0,
8982,1,菜配,tshai3-phue3/tshai3-phe3,0,
